sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,sensor_6,sensor_7,sensor_8,sensor_9,sensor_10
455.0,-1442.0,99.0,-329.0,,-838.0,-1188.0,253.0,50.0,158.0
430.0,-1485.0,264.0,-410.0,,-859.0,-1252.0,195.0,140.0,170.0
412.0,-1341.0,343.0,-313.0,,-749.0,-1201.0,72.0,462.0,254.0
377.0,-1110.0,357.0,-238.0,,-934.0,-916.0,109.0,769.0,379.0
401.0,-876.0,298.0,-212.0,,-1093.0,-560.0,55.0,1076.0,421.0
336.0,-713.0,342.0,-114.0,,-1091.0,-331.0,-84.0,850.0,471.0
269.0,-538.0,481.0,-120.0,,-577.0,-377.0,-133.0,558.0,582.0
219.0,-235.0,501.0,-141.0,,-690.0,-592.0,-218.0,718.0,716.0
190.0,79.0,537.0,-79.0,,-828.0,-680.0,-38.0,715.0,867.0
153.0,300.0,484.0,-75.0,,-433.0,-598.0,-31.0,563.0,889.0
75.0,444.0,393.0,-120.0,,-699.0,-550.0,142.0,361.0,806.0
64.0,516.0,266.0,-147.0,,-820.0,-632.0,360.0,-9.0,710.0
42.0,533.0,182.0,-111.0,,-527.0,-702.0,528.0,59.0,622.0
59.0,539.0,166.0,-51.0,,-411.0,-779.0,678.0,150.0,494.0
9.0,399.0,53.0,-174.0,,-779.0,-936.0,358.0,40.0,303.0
-16.0,234.0,-33.0,-346.0,,-561.0,-1016.0,423.0,-87.0,198.0
-19.0,183.0,-130.0,-356.0,,-308.0,-996.0,194.0,-536.0,180.0
-30.0,236.0,-148.0,-248.0,,-831.0,-891.0,-120.0,-683.0,180.0
-60.0,599.0,-94.0,-160.0,,-546.0,-779.0,-218.0,-491.0,223.0
-116.0,1102.0,-19.0,-39.0,,-209.0,-740.0,-633.0,-322.0,247.0
-125.0,1587.0,49.0,125.0,,-596.0,-766.0,-735.0,-219.0,301.0
-166.0,2111.0,58.0,79.0,,-656.0,-857.0,-909.0,-315.0,437.0
-176.0,2542.0,123.0,35.0,,-334.0,-691.0,-894.0,-112.0,544.0
-197.0,2740.0,124.0,-6.0,,-346.0,-402.0,-977.0,-15.0,632.0
-197.0,2635.0,97.0,-162.0,,-561.0,-266.0,-881.0,11.0,716.0
-183.0,2330.0,70.0,-297.0,,-605.0,-189.0,-356.0,308.0,810.0
-170.0,1913.0,70.0,-402.0,,-377.0,-152.0,-293.0,430.0,905.0
-124.0,1471.0,98.0,-366.0,,-517.0,-3.0,-145.0,485.0,924.0
-77.0,1091.0,89.0,-367.0,,-711.0,65.0,-199.0,189.0,890.0
-24.0,912.0,29.0,-360.0,,-182.0,-124.0,-266.0,72.0,845.0
34.0,834.0,-79.0,-294.0,,-509.0,-448.0,-216.0,249.0,766.0
98.0,606.0,-149.0,-260.0,,-1043.0,-732.0,-288.0,203.0,607.0
203.0,275.0,-302.0,-124.0,,-579.0,-783.0,-279.0,144.0,400.0
274.0,-217.0,-402.0,2.0,,-482.0,-741.0,-404.0,179.0,202.0
289.0,-738.0,-412.0,90.0,,-1051.0,-698.0,-297.0,326.0,56.0
355.0,-1064.0,-413.0,134.0,,-892.0,-488.0,-336.0,147.0,-65.0
450.0,-1262.0,-435.0,133.0,,-304.0,-141.0,-399.0,56.0,-86.0
519.0,-1337.0,-440.0,145.0,,-675.0,0.0,-297.0,261.0,59.0
505.0,-1171.0,-413.0,58.0,,-609.0,-68.0,-304.0,132.0,151.0
526.0,-821.0,-447.0,-65.0,,-219.0,-77.0,-94.0,-140.0,259.0
548.0,-397.0,-406.0,-117.0,,-446.0,-68.0,-35.0,-139.0,467.0
515.0,63.0,-328.0,-183.0,,-383.0,-38.0,-66.0,98.0,617.0
447.0,414.0,-285.0,-311.0,,-342.0,-36.0,-49.0,136.0,721.0
395.0,677.0,-224.0,-429.0,,-694.0,-191.0,-27.0,200.0,865.0
366.0,718.0,-82.0,-451.0,,-1013.0,-404.0,-103.0,518.0,1048.0
294.0,473.0,-69.0,-487.0,,-792.0,-588.0,-430.0,637.0,1085.0
214.0,133.0,-94.0,-469.0,,-665.0,-604.0,-556.0,263.0,1025.0
132.0,-281.0,-19.0,-395.0,,-1068.0,-396.0,-727.0,-236.0,980.0
105.0,-664.0,-6.0,-351.0,,-915.0,-56.0,-774.0,-144.0,902.0
63.0,-1088.0,-49.0,-89.0,,-630.0,269.0,-609.0,0.0,730.0
-10.0,-1461.0,9.0,269.0,,-873.0,386.0,-567.0,-120.0,434.0
-82.0,-1543.0,64.0,510.0,,-805.0,368.0,-271.0,-176.0,168.0
-91.0,-1492.0,46.0,642.0,,-630.0,273.0,-12.0,-281.0,25.0
-128.0,-1245.0,162.0,720.0,,-936.0,153.0,145.0,-455.0,-44.0
-165.0,-717.0,170.0,774.0,,-1114.0,104.0,153.0,-445.0,-130.0
-151.0,-133.0,72.0,754.0,,-740.0,-12.0,60.0,-232.0,-246.0
-162.0,440.0,-70.0,599.0,,-775.0,-156.0,60.0,-488.0,-343.0
-163.0,1019.0,-187.0,430.0,,-1117.0,-222.0,-105.0,-880.0,-372.0
-164.0,1561.0,-254.0,286.0,,-846.0,-257.0,-121.0,-785.0,-276.0
-114.0,2016.0,-350.0,102.0,,-878.0,-250.0,-251.0,-357.0,-153.0
-81.0,2324.0,-274.0,82.0,,-1133.0,-246.0,-365.0,-52.0,-163.0
-47.0,2458.0,-186.0,119.0,,-820.0,-158.0,-375.0,-246.0,-208.0
-55.0,2426.0,-225.0,172.0,,-666.0,67.0,-563.0,-345.0,-123.0
-37.0,2198.0,-187.0,275.0,,-849.0,221.0,-546.0,-49.0,-20.0
0.0,1805.0,-158.0,315.0,,-628.0,288.0,-583.0,21.0,-53.0
17.0,1390.0,-280.0,353.0,,-230.0,383.0,-437.0,-115.0,-121.0
38.0,951.0,-334.0,309.0,,-726.0,399.0,-258.0,-19.0,-90.0
50.0,642.0,-276.0,259.0,,-1064.0,297.0,-254.0,-127.0,-100.0
146.0,445.0,-220.0,283.0,,-422.0,280.0,-107.0,-408.0,-147.0
159.0,198.0,-227.0,337.0,,-405.0,195.0,-123.0,-49.0,-147.0
190.0,68.0,-159.0,413.0,,-659.0,-24.0,-73.0,36.0,-163.0
228.0,-4.0,-168.0,398.0,,-528.0,-46.0,-144.0,-490.0,-173.0
235.0,22.0,-227.0,247.0,,-490.0,1.0,-288.0,-748.0,-152.0
236.0,240.0,-188.0,-41.0,,-621.0,-74.0,-439.0,-585.0,-134.0
208.0,629.0,-221.0,-224.0,,-615.0,-134.0,-661.0,-350.0,-82.0
225.0,1124.0,-177.0,-271.0,,-457.0,-112.0,-578.0,-704.0,86.0
214.0,1425.0,-231.0,-366.0,,-749.0,-40.0,-639.0,-703.0,250.0
207.0,1472.0,-253.0,-466.0,,-538.0,144.0,-585.0,-497.0,352.0
147.0,1284.0,-210.0,-574.0,,-306.0,241.0,-458.0,-279.0,434.0
70.0,848.0,-292.0,-569.0,,-702.0,143.0,-474.0,68.0,514.0
16.0,278.0,-345.0,-490.0,,-855.0,136.0,-463.0,290.0,664.0
-79.0,-159.0,-320.0,-406.0,,-681.0,225.0,-703.0,510.0,767.0
-221.0,-318.0,-191.0,-328.0,,-434.0,196.0,-766.0,138.0,665.0
-360.0,-268.0,-117.0,-341.0,,-776.0,-87.0,-885.0,608.0,467.0
-448.0,-6.0,-118.0,-304.0,,-766.0,-269.0,-925.0,1044.0,492.0
-537.0,293.0,-121.0,-205.0,,-553.0,-224.0,-755.0,489.0,624.0
-628.0,522.0,-103.0,-107.0,,-705.0,-194.0,-681.0,141.0,525.0
-715.0,849.0,-90.0,136.0,,-413.0,-87.0,-400.0,240.0,318.0
-731.0,1129.0,0.0,334.0,,-398.0,35.0,-284.0,802.0,248.0
-737.0,1225.0,116.0,399.0,,-740.0,123.0,-171.0,884.0,298.0
-763.0,1268.0,91.0,530.0,,-676.0,228.0,-190.0,484.0,363.0
-725.0,1020.0,28.0,612.0,,-289.0,371.0,-238.0,127.0,399.0
-690.0,517.0,-199.0,642.0,,-361.0,469.0,-168.0,413.0,215.0
-611.0,-39.0,-341.0,537.0,,-663.0,511.0,-314.0,613.0,-67.0
-546.0,-591.0,-369.0,340.0,,-444.0,627.0,-280.0,302.0,-52.0
-482.0,-948.0,-438.0,155.0,,-329.0,631.0,-434.0,423.0,25.0
-391.0,-1208.0,-335.0,0.0,,-434.0,370.0,-482.0,36.0,-157.0
-323.0,-1367.0,-250.0,-134.0,,-85.0,105.0,-447.0,-478.0,-390.0
-230.0,-1469.0,-203.0,-331.0,,39.0,90.0,-626.0,-97.0,-459.0
-186.0,-1632.0,-239.0,-425.0,,-334.0,118.0,-607.0,303.0,-410.0
-137.0,-1836.0,-392.0,-268.0,,-84.0,115.0,-628.0,115.0,-377.0
-124.0,-1965.0,-505.0,29.0,,327.0,199.0,-406.0,-328.0,-332.0
-119.0,-1978.0,-559.0,103.0,,-14.0,230.0,-253.0,-299.0,-310.0
-112.0,-1853.0,-449.0,83.0,,-358.0,149.0,-177.0,106.0,-293.0
-129.0,-1448.0,-271.0,98.0,,-23.0,180.0,12.0,147.0,-113.0
-136.0,-913.0,-132.0,41.0,,119.0,437.0,24.0,-35.0,39.0
-175.0,-203.0,-55.0,66.0,,-200.0,500.0,151.0,166.0,-43.0
-172.0,601.0,-90.0,230.0,,-134.0,428.0,62.0,282.0,-235.0
-182.0,1239.0,-154.0,473.0,,-170.0,573.0,-12.0,267.0,-254.0
-200.0,1694.0,-233.0,584.0,,-367.0,660.0,-162.0,626.0,-175.0
-207.0,1875.0,-217.0,568.0,,-25.0,532.0,-332.0,984.0,-352.0
-182.0,1693.0,-42.0,479.0,,-56.0,374.0,-262.0,840.0,-615.0
-141.0,1205.0,130.0,302.0,,-626.0,264.0,-406.0,828.0,-716.0
-105.0,629.0,230.0,11.0,,-676.0,94.0,-323.0,1191.0,-752.0
-69.0,54.0,239.0,-256.0,,-414.0,50.0,-308.0,849.0,-866.0
-66.0,-531.0,201.0,-467.0,,-473.0,163.0,-282.0,343.0,-1058.0
-59.0,-1015.0,78.0,-666.0,,-790.0,133.0,-221.0,35.0,-1186.0
-45.0,-1388.0,-16.0,-709.0,,-740.0,67.0,-334.0,209.0,-1258.0
-34.0,-1588.0,-12.0,-583.0,,-521.0,73.0,-197.0,507.0,-1242.0
-37.0,-1625.0,-14.0,-365.0,,-785.0,110.0,-269.0,119.0,-1122.0
-15.0,-1625.0,19.0,-232.0,,-881.0,286.0,-212.0,111.0,-1161.0
15.0,-1485.0,20.0,-98.0,,-539.0,432.0,-136.0,-20.0,-1235.0
43.0,-1251.0,35.0,-3.0,,-527.0,340.0,-127.0,-123.0,-1059.0
50.0,-991.0,19.0,23.0,,-463.0,344.0,-96.0,-78.0,-894.0
40.0,-768.0,-164.0,-12.0,,-223.0,568.0,-354.0,-347.0,-939.0
12.0,-624.0,-240.0,-67.0,,-485.0,634.0,-367.0,-300.0,-1015.0
-7.0,-483.0,-355.0,-51.0,,-457.0,543.0,-369.0,-621.0,-1024.0
-8.0,-374.0,-498.0,-136.0,,-8.0,615.0,-238.0,-774.0,-1043.0
-15.0,-136.0,-434.0,-155.0,,-158.0,769.0,-97.0,-137.0,-1071.0
6.0,169.0,-418.0,-139.0,,-446.0,768.0,-149.0,167.0,-1076.0
35.0,445.0,-386.0,-310.0,,-232.0,728.0,-53.0,-89.0,-1153.0
69.0,710.0,-296.0,-511.0,,-205.0,817.0,-129.0,-97.0,-1224.0
105.0,763.0,-307.0,-554.0,,-250.0,869.0,-46.0,-62.0,-1160.0
150.0,702.0,-398.0,-543.0,,83.0,886.0,110.0,76.0,-1120.0
198.0,563.0,-475.0,-464.0,,239.0,1044.0,339.0,753.0,-1219.0
255.0,260.0,-487.0,-232.0,,-55.0,1105.0,585.0,589.0,-1221.0
300.0,30.0,-429.0,79.0,,104.0,919.0,528.0,-154.0,-1090.0
330.0,-122.0,-266.0,365.0,,778.0,674.0,513.0,-127.0,-1096.0
340.0,-188.0,-1.0,548.0,,390.0,473.0,349.0,370.0,-1258.0
323.0,-114.0,171.0,684.0,,-158.0,313.0,376.0,285.0,-1363.0
321.0,-115.0,222.0,792.0,,152.0,243.0,448.0,-220.0,-1282.0
294.0,-193.0,219.0,791.0,,294.0,223.0,384.0,-560.0,-1200.0
253.0,-253.0,247.0,681.0,,318.0,74.0,412.0,-768.0,-1257.0
244.0,-164.0,206.0,458.0,,210.0,26.0,210.0,-794.0,-1316.0
240.0,0.0,192.0,62.0,,139.0,266.0,157.0,-1169.0,-1225.0
200.0,195.0,304.0,-214.0,,246.0,422.0,-42.0,-1210.0,-1101.0
180.0,508.0,259.0,-387.0,,311.0,388.0,-169.0,-1202.0,-1004.0
159.0,698.0,312.0,-600.0,,455.0,515.0,-86.0,-1372.0,-917.0
195.0,829.0,424.0,-748.0,,39.0,804.0,-120.0,-945.0,-1039.0
256.0,952.0,476.0,-837.0,,-226.0,933.0,181.0,-701.0,-1090.0
291.0,926.0,456.0,-869.0,,187.0,952.0,339.0,-594.0,-777.0
356.0,693.0,459.0,-738.0,,114.0,1020.0,452.0,-464.0,-576.0
412.0,265.0,472.0,-413.0,,-141.0,1040.0,400.0,-134.0,-768.0
485.0,-55.0,435.0,-121.0,,-73.0,1022.0,242.0,120.0,-824.0
504.0,-294.0,598.0,221.0,,-109.0,1059.0,310.0,37.0,-621.0
508.0,-419.0,867.0,617.0,,-78.0,1074.0,184.0,162.0,-467.0
465.0,-349.0,1037.0,1039.0,,104.0,1148.0,269.0,209.0,-366.0
439.0,-260.0,1030.0,1481.0,,-86.0,1377.0,306.0,130.0,-362.0
452.0,-99.0,953.0,1699.0,,-445.0,1309.0,354.0,175.0,-329.0
428.0,72.0,693.0,1688.0,,-137.0,902.0,423.0,440.0,-222.0
380.0,286.0,444.0,1589.0,,284.0,776.0,266.0,166.0,-39.0
316.0,521.0,485.0,1358.0,,-209.0,914.0,254.0,-477.0,28.0
332.0,681.0,659.0,1029.0,,-527.0,1061.0,151.0,-403.0,-196.0
297.0,771.0,722.0,682.0,,-282.0,1157.0,227.0,34.0,-277.0
250.0,735.0,746.0,337.0,,-182.0,1183.0,338.0,100.0,-152.0
224.0,691.0,562.0,169.0,,-90.0,1162.0,428.0,-231.0,-204.0
232.0,621.0,142.0,81.0,,32.0,995.0,530.0,-159.0,-368.0
202.0,691.0,-185.0,-11.0,,223.0,860.0,511.0,-54.0,-475.0
139.0,959.0,-318.0,-38.0,,125.0,757.0,685.0,176.0,-555.0
93.0,1240.0,-334.0,93.0,,273.0,646.0,624.0,340.0,-557.0
39.0,1506.0,-338.0,268.0,,596.0,723.0,624.0,-244.0,-613.0
15.0,1623.0,-131.0,349.0,,496.0,924.0,644.0,-444.0,-730.0
-59.0,1666.0,-143.0,349.0,,636.0,1051.0,628.0,-311.0,-828.0
-63.0,1614.0,-226.0,300.0,,624.0,1055.0,755.0,-206.0,-801.0
-70.0,1343.0,-194.0,209.0,,472.0,1117.0,559.0,-297.0,-577.0
-51.0,959.0,-152.0,12.0,,440.0,1172.0,606.0,-365.0,-471.0
-10.0,501.0,-154.0,-128.0,,329.0,1160.0,631.0,-479.0,-612.0
1.0,44.0,-69.0,-214.0,,233.0,1251.0,650.0,-752.0,-608.0
24.0,-357.0,63.0,-349.0,,127.0,1421.0,779.0,-330.0,-341.0
28.0,-658.0,0.0,-562.0,,423.0,1621.0,637.0,-141.0,-226.0
71.0,-775.0,108.0,-659.0,,483.0,1759.0,711.0,-283.0,-252.0
69.0,-705.0,202.0,-584.0,,139.0,1696.0,801.0,-84.0,-228.0
80.0,-540.0,254.0,-419.0,,275.0,1635.0,973.0,-110.0,-108.0
119.0,-462.0,73.0,-195.0,,527.0,1667.0,1031.0,35.0,95.0
199.0,-353.0,75.0,-91.0,,376.0,1548.0,1005.0,403.0,318.0
255.0,-82.0,68.0,-55.0,,39.0,1265.0,1021.0,428.0,356.0
267.0,252.0,-91.0,-6.0,,87.0,1058.0,768.0,310.0,232.0
294.0,632.0,65.0,15.0,,129.0,1174.0,678.0,261.0,284.0
327.0,955.0,150.0,7.0,,82.0,1316.0,502.0,317.0,484.0
360.0,1282.0,230.0,25.0,,152.0,1287.0,519.0,282.0,605.0
363.0,1635.0,122.0,27.0,,28.0,1349.0,659.0,181.0,411.0
381.0,1827.0,133.0,45.0,,163.0,1353.0,687.0,-84.0,193.0
376.0,1924.0,124.0,73.0,,302.0,1323.0,853.0,-234.0,161.0
387.0,1880.0,7.0,96.0,,336.0,1400.0,822.0,119.0,210.0
364.0,1618.0,50.0,151.0,,386.0,1426.0,977.0,-33.0,175.0
320.0,1209.0,156.0,265.0,,363.0,1366.0,1042.0,-340.0,8.0
299.0,642.0,231.0,378.0,,567.0,1347.0,1056.0,-73.0,-100.0
244.0,31.0,146.0,390.0,,536.0,1421.0,1160.0,9.0,-277.0
222.0,-501.0,198.0,326.0,,289.0,1333.0,958.0,-131.0,-316.0
180.0,-908.0,73.0,214.0,,355.0,1332.0,842.0,-149.0,-247.0
103.0,-1159.0,-83.0,188.0,,424.0,1530.0,582.0,-141.0,-346.0
79.0,-1264.0,-114.0,110.0,,294.0,1400.0,476.0,-429.0,-548.0
42.0,-1239.0,-138.0,-43.0,,451.0,1180.0,554.0,-495.0,-643.0
0.0,-1075.0,-139.0,-117.0,,575.0,1246.0,620.0,-310.0,-512.0
-17.0,-855.0,-295.0,-197.0,,338.0,1331.0,877.0,-449.0,-412.0
-11.0,-610.0,-256.0,-233.0,,416.0,1202.0,925.0,-430.0,-391.0
6.0,-309.0,-201.0,-137.0,,602.0,1068.0,1088.0,-424.0,-398.0
6.0,-69.0,-234.0,-72.0,,338.0,1106.0,1132.0,-306.0,-389.0
4.0,160.0,-183.0,-24.0,,83.0,1009.0,1049.0,91.0,-218.0
-22.0,315.0,-123.0,20.0,,185.0,741.0,1012.0,254.0,-31.0
-73.0,345.0,-15.0,92.0,,148.0,716.0,733.0,73.0,-47.0
-141.0,371.0,-21.0,186.0,,-22.0,862.0,681.0,-252.0,-136.0
-165.0,360.0,15.0,88.0,,47.0,847.0,654.0,-322.0,-162.0
-222.0,342.0,82.0,-14.0,,-58.0,871.0,726.0,-362.0,-67.0
-295.0,245.0,114.0,-117.0,,-235.0,954.0,737.0,-257.0,-26.0
-333.0,50.0,107.0,-241.0,,-65.0,903.0,668.0,-242.0,-186.0
-375.0,-169.0,25.0,-198.0,,55.0,798.0,873.0,-537.0,-298.0
-387.0,-416.0,62.0,-77.0,,12.0,723.0,885.0,-240.0,-385.0
-466.0,-615.0,-9.0,101.0,,-45.0,763.0,1014.0,186.0,-413.0
-562.0,-723.0,-22.0,290.0,,206.0,884.0,1090.0,284.0,-463.0
-646.0,-765.0,-18.0,236.0,,428.0,910.0,1134.0,522.0,-643.0
-698.0,-838.0,-163.0,128.0,,258.0,800.0,1180.0,452.0,-639.0
-771.0,-885.0,-211.0,62.0,,345.0,702.0,918.0,290.0,-443.0
-839.0,-757.0,-303.0,-84.0,,609.0,748.0,763.0,275.0,-213.0
-855.0,-601.0,-309.0,-140.0,,722.0,749.0,609.0,283.0,22.0
-880.0,-544.0,-306.0,-247.0,,644.0,624.0,593.0,556.0,245.0
-896.0,-472.0,-389.0,-403.0,,674.0,652.0,498.0,369.0,413.0
-913.0,-385.0,-457.0,-525.0,,767.0,631.0,506.0,214.0,634.0
-862.0,-391.0,-556.0,-501.0,,882.0,438.0,776.0,363.0,860.0
-822.0,-458.0,-615.0,-379.0,,959.0,414.0,862.0,140.0,914.0
-794.0,-492.0,-615.0,-304.0,,660.0,612.0,1031.0,14.0,778.0
-739.0,-427.0,-613.0,-140.0,,495.0,660.0,1027.0,-137.0,528.0
-669.0,-310.0,-668.0,-8.0,,567.0,443.0,1045.0,-126.0,426.0
-617.0,-288.0,-680.0,13.0,,543.0,394.0,962.0,-161.0,384.0
-589.0,-320.0,-693.0,-29.0,,271.0,376.0,761.0,-580.0,162.0
-563.0,-390.0,-685.0,10.0,,214.0,266.0,883.0,-509.0,-91.0
-553.0,-527.0,-650.0,-2.0,,238.0,295.0,920.0,-266.0,-266.0
-524.0,-642.0,-694.0,-99.0,,111.0,392.0,1116.0,-424.0,-419.0
-520.0,-742.0,-697.0,-49.0,,370.0,529.0,1119.0,-260.0,-259.0
-504.0,-744.0,-742.0,-11.0,,371.0,651.0,901.0,4.0,19.0
-505.0,-662.0,-805.0,-57.0,,83.0,796.0,740.0,-230.0,-88.0
-497.0,-544.0,-759.0,-133.0,,212.0,939.0,500.0,-359.0,-70.0
-472.0,-404.0,-715.0,-151.0,,435.0,1024.0,469.0,-166.0,188.0
-497.0,-336.0,-679.0,-70.0,,410.0,1045.0,253.0,-13.0,317.0
-514.0,-376.0,-660.0,-3.0,,363.0,997.0,169.0,-113.0,409.0
-497.0,-497.0,-701.0,38.0,,605.0,1072.0,245.0,73.0,497.0
-462.0,-597.0,-731.0,57.0,,707.0,1178.0,352.0,148.0,396.0
-448.0,-677.0,-704.0,0.0,,603.0,1064.0,558.0,23.0,253.0
-414.0,-705.0,-642.0,-10.0,,955.0,887.0,493.0,168.0,258.0
-357.0,-621.0,-547.0,-77.0,,1097.0,814.0,600.0,221.0,295.0
-306.0,-479.0,-415.0,-236.0,,853.0,782.0,609.0,488.0,272.0
-285.0,-389.0,-397.0,-281.0,,969.0,663.0,615.0,413.0,41.0
-263.0,-367.0,-425.0,-405.0,,1315.0,539.0,674.0,389.0,-177.0
-228.0,-366.0,-463.0,-618.0,,1406.0,666.0,583.0,890.0,-199.0
-173.0,-387.0,-523.0,-740.0,,1323.0,784.0,639.0,945.0,39.0
-127.0,-263.0,-479.0,-812.0,,1425.0,754.0,546.0,580.0,292.0
-98.0,-31.0,-437.0,-858.0,,1355.0,767.0,657.0,394.0,231.0
-34.0,179.0,-421.0,-836.0,,1400.0,667.0,657.0,468.0,182.0
13.0,468.0,-421.0,-815.0,,1568.0,489.0,495.0,452.0,330.0
58.0,669.0,-459.0,-844.0,,1354.0,352.0,388.0,8.0,535.0
58.0,635.0,-501.0,-805.0,,1246.0,255.0,96.0,-423.0,703.0
60.0,389.0,-461.0,-698.0,,1450.0,170.0,68.0,-349.0,700.0
118.0,-48.0,-367.0,-552.0,,1441.0,-6.0,9.0,-561.0,335.0
136.0,-438.0,-356.0,-324.0,,1019.0,-138.0,90.0,-757.0,227.0
145.0,-782.0,-407.0,-55.0,,838.0,-174.0,136.0,-787.0,438.0
177.0,-1139.0,-502.0,193.0,,1154.0,-182.0,11.0,-805.0,433.0
199.0,-1345.0,-581.0,392.0,,1264.0,-107.0,114.0,-859.0,179.0
216.0,-1386.0,-535.0,462.0,,1044.0,-17.0,134.0,-802.0,-130.0
217.0,-1218.0,-478.0,396.0,,1085.0,108.0,299.0,-355.0,-107.0
180.0,-863.0,-420.0,276.0,,1204.0,272.0,262.0,-681.0,174.0
103.0,-389.0,-375.0,156.0,,1145.0,380.0,175.0,-644.0,531.0
23.0,-5.0,-458.0,21.0,,1204.0,431.0,149.0,-116.0,464.0
-47.0,162.0,-523.0,-301.0,,1215.0,388.0,-35.0,-351.0,266.0
-100.0,287.0,-540.0,-607.0,,1145.0,367.0,51.0,-463.0,540.0
-172.0,257.0,-508.0,-726.0,,1297.0,316.0,29.0,-184.0,840.0
-245.0,24.0,-446.0,-712.0,,1498.0,247.0,107.0,60.0,879.0
-274.0,-219.0,-423.0,-491.0,,1470.0,394.0,138.0,56.0,798.0
-279.0,-459.0,-467.0,-283.0,,1285.0,428.0,25.0,54.0,637.0
-280.0,-665.0,-519.0,-185.0,,1458.0,211.0,68.0,125.0,636.0
-312.0,-753.0,-502.0,-198.0,,1667.0,205.0,-25.0,196.0,998.0
-241.0,-827.0,-468.0,-139.0,,1587.0,426.0,-18.0,155.0,764.0
-108.0,-872.0,-346.0,-45.0,,1579.0,502.0,-129.0,48.0,271.0
0.0,-863.0,-171.0,-96.0,,1342.0,535.0,-225.0,171.0,417.0
81.0,-960.0,-83.0,-58.0,,1335.0,675.0,-256.0,244.0,701.0
184.0,-1031.0,-113.0,-49.0,,1506.0,712.0,-325.0,75.0,709.0
341.0,-1019.0,-81.0,-191.0,,1429.0,641.0,-236.0,240.0,434.0
416.0,-982.0,-52.0,-280.0,,1258.0,599.0,-284.0,464.0,405.0
485.0,-832.0,-47.0,-165.0,,1199.0,475.0,-120.0,213.0,403.0
578.0,-715.0,76.0,-33.0,,1335.0,171.0,-22.0,200.0,569.0
675.0,-665.0,133.0,30.0,,1207.0,-65.0,-51.0,326.0,919.0
786.0,-583.0,109.0,59.0,,1206.0,-238.0,0.0,193.0,515.0
864.0,-554.0,172.0,14.0,,1197.0,-517.0,-134.0,144.0,140.0
896.0,-506.0,293.0,19.0,,1219.0,-704.0,-175.0,302.0,378.0
880.0,-474.0,300.0,1.0,,1362.0,-786.0,-336.0,559.0,632.0
850.0,-569.0,425.0,23.0,,1376.0,-789.0,-339.0,740.0,456.0
837.0,-691.0,605.0,162.0,,1521.0,-696.0,-225.0,418.0,163.0
774.0,-799.0,557.0,246.0,,1445.0,-635.0,-109.0,331.0,403.0
667.0,-850.0,553.0,321.0,,1560.0,-553.0,229.0,633.0,412.0
605.0,-947.0,644.0,404.0,,1649.0,-432.0,254.0,368.0,148.0
531.0,-1131.0,722.0,398.0,,1422.0,-274.0,271.0,235.0,407.0
441.0,-1307.0,746.0,302.0,,1471.0,-196.0,179.0,435.0,468.0
348.0,-1496.0,820.0,230.0,,1717.0,-285.0,9.0,390.0,179.0
274.0,-1614.0,853.0,188.0,,1785.0,-315.0,-42.0,-52.0,128.0
227.0,-1737.0,768.0,148.0,,1659.0,-364.0,-236.0,-104.0,203.0
220.0,-1811.0,738.0,56.0,,1548.0,-579.0,-319.0,190.0,408.0
212.0,-1780.0,815.0,-131.0,,1503.0,-746.0,-606.0,171.0,683.0
201.0,-1642.0,899.0,-245.0,,1587.0,-738.0,-811.0,60.0,662.0
227.0,-1265.0,817.0,-364.0,,1464.0,-746.0,-877.0,-177.0,426.0
265.0,-821.0,855.0,-580.0,,1348.0,-766.0,-870.0,-22.0,548.0
325.0,-384.0,811.0,-753.0,,1294.0,-640.0,-570.0,-1.0,789.0
349.0,44.0,633.0,-818.0,,1320.0,-578.0,-406.0,-321.0,856.0
363.0,467.0,647.0,-861.0,,1310.0,-633.0,-171.0,-449.0,872.0
382.0,795.0,579.0,-899.0,,1104.0,-594.0,-123.0,-510.0,492.0
416.0,943.0,523.0,-808.0,,1090.0,-568.0,-212.0,-718.0,396.0
454.0,808.0,449.0,-598.0,,978.0,-617.0,-321.0,-441.0,909.0
466.0,317.0,462.0,-287.0,,916.0,-576.0,-615.0,222.0,945.0
479.0,-189.0,535.0,38.0,,914.0,-486.0,-724.0,-116.0,487.0
492.0,-617.0,434.0,270.0,,903.0,-480.0,-777.0,-40.0,447.0
507.0,-869.0,399.0,422.0,,765.0,-496.0,-569.0,307.0,599.0
474.0,-763.0,367.0,464.0,,573.0,-367.0,-423.0,527.0,392.0
439.0,-445.0,353.0,468.0,,686.0,-272.0,-354.0,836.0,617.0
417.0,-68.0,363.0,443.0,,764.0,-333.0,-153.0,393.0,1132.0
427.0,229.0,536.0,280.0,,711.0,-425.0,-199.0,559.0,874.0
430.0,394.0,642.0,148.0,,646.0,-475.0,-136.0,616.0,585.0
399.0,497.0,484.0,89.0,,772.0,-465.0,-197.0,461.0,1076.0
428.0,461.0,407.0,-76.0,,692.0,-530.0,-208.0,660.0,1289.0
454.0,351.0,294.0,-308.0,,653.0,-583.0,-181.0,332.0,859.0
441.0,233.0,267.0,-415.0,,780.0,-609.0,-378.0,246.0,726.0
403.0,56.0,274.0,-505.0,,505.0,-673.0,-458.0,560.0,778.0
411.0,-12.0,365.0,-702.0,,587.0,-746.0,-668.0,605.0,788.0
