sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,sensor_6,sensor_7,sensor_8,sensor_9,sensor_10
256.0,,-279.0,788.0,219.0,-293.0,139.0,59.0,360.0,0.0
252.0,,-291.0,813.0,194.0,-100.0,52.0,57.0,265.0,0.0
222.0,,-254.0,858.0,173.0,257.0,4.0,273.0,211.0,0.0
181.0,,-242.0,847.0,153.0,63.0,-6.0,253.0,124.0,0.0
158.0,,-184.0,792.0,121.0,-498.0,-38.0,267.0,20.0,0.0
130.0,,-122.0,695.0,90.0,-279.0,-26.0,299.0,-68.0,0.0
100.0,,-89.0,548.0,78.0,-484.0,18.0,203.0,-114.0,0.0
50.0,,6.0,407.0,84.0,-23.0,39.0,301.0,-121.0,0.0
8.0,,72.0,283.0,90.0,-358.0,52.0,195.0,-129.0,0.0
-36.0,,169.0,230.0,72.0,-609.0,48.0,384.0,-171.0,0.0
-81.0,,238.0,256.0,42.0,-984.0,33.0,452.0,-254.0,0.0
-116.0,,305.0,333.0,21.0,-279.0,38.0,443.0,-342.0,0.0
-128.0,,384.0,441.0,16.0,116.0,37.0,454.0,-416.0,0.0
-123.0,,420.0,543.0,36.0,-404.0,40.0,249.0,-435.0,0.0
-122.0,,476.0,615.0,52.0,-468.0,49.0,339.0,-403.0,0.0
-120.0,,529.0,594.0,50.0,-1412.0,29.0,116.0,-374.0,0.0
-140.0,,549.0,487.0,27.0,-519.0,15.0,12.0,-372.0,0.0
-117.0,,576.0,374.0,-25.0,-465.0,8.0,-31.0,-386.0,0.0
-76.0,,589.0,265.0,-94.0,-35.0,-15.0,-134.0,-366.0,0.0
-48.0,,562.0,164.0,-152.0,-691.0,-38.0,57.0,-362.0,0.0
-6.0,,535.0,69.0,-185.0,-1256.0,-53.0,31.0,-365.0,0.0
21.0,,495.0,-33.0,-205.0,-71.0,-77.0,223.0,-332.0,0.0
52.0,,464.0,-135.0,-224.0,-467.0,-90.0,218.0,-296.0,0.0
64.0,,424.0,-205.0,-245.0,-302.0,-90.0,184.0,-248.0,0.0
90.0,,378.0,-262.0,-267.0,-1192.0,-36.0,171.0,-211.0,0.0
142.0,,336.0,-350.0,-266.0,-434.0,-4.0,-27.0,-167.0,0.0
173.0,,267.0,-446.0,-230.0,-544.0,-79.0,27.0,-70.0,0.0
197.0,,188.0,-550.0,-175.0,-588.0,-136.0,-223.0,67.0,0.0
227.0,,98.0,-654.0,-121.0,172.0,-204.0,-234.0,214.0,0.0
259.0,,20.0,-742.0,-80.0,-759.0,-233.0,-269.0,342.0,0.0
267.0,,-71.0,-805.0,-47.0,-593.0,-177.0,-334.0,460.0,0.0
266.0,,-174.0,-844.0,-2.0,-302.0,-127.0,-44.0,555.0,0.0
244.0,,-248.0,-864.0,60.0,388.0,-75.0,3.0,652.0,0.0
225.0,,-335.0,-876.0,130.0,-607.0,-48.0,245.0,735.0,0.0
200.0,,-428.0,-897.0,194.0,-1020.0,-45.0,214.0,769.0,0.0
154.0,,-517.0,-921.0,245.0,-562.0,-41.0,112.0,781.0,0.0
136.0,,-596.0,-954.0,284.0,270.0,-56.0,60.0,751.0,0.0
114.0,,-658.0,-974.0,297.0,158.0,-105.0,-123.0,729.0,0.0
84.0,,-714.0,-937.0,288.0,-785.0,-148.0,-5.0,746.0,0.0
26.0,,-754.0,-855.0,280.0,-515.0,-177.0,-110.0,778.0,0.0
-6.0,,-780.0,-754.0,274.0,-340.0,-191.0,36.0,793.0,0.0
-21.0,,-815.0,-643.0,261.0,226.0,-218.0,182.0,755.0,0.0
-81.0,,-828.0,-557.0,240.0,-784.0,-288.0,284.0,715.0,0.0
-132.0,,-818.0,-477.0,215.0,-1034.0,-325.0,565.0,707.0,0.0
-161.0,,-815.0,-406.0,192.0,-451.0,-378.0,543.0,700.0,0.0
-178.0,,-808.0,-347.0,185.0,322.0,-466.0,709.0,654.0,0.0
-210.0,,-782.0,-304.0,194.0,-100.0,-530.0,672.0,571.0,0.0
-228.0,,-765.0,-318.0,195.0,-841.0,-515.0,685.0,478.0,0.0
-241.0,,-752.0,-382.0,170.0,-617.0,-455.0,626.0,403.0,0.0
-274.0,,-727.0,-476.0,127.0,30.0,-439.0,327.0,330.0,0.0
-320.0,,-701.0,-515.0,78.0,719.0,-439.0,286.0,224.0,0.0
-353.0,,-677.0,-489.0,30.0,-635.0,-466.0,88.0,89.0,0.0
-360.0,,-663.0,-409.0,1.0,-605.0,-503.0,227.0,-36.0,0.0
-360.0,,-645.0,-287.0,-5.0,-629.0,-542.0,304.0,-156.0,0.0
-371.0,,-602.0,-172.0,-13.0,11.0,-580.0,284.0,-247.0,0.0
-388.0,,-567.0,-59.0,-46.0,33.0,-559.0,391.0,-302.0,0.0
-353.0,,-550.0,41.0,-103.0,-327.0,-576.0,325.0,-363.0,0.0
-312.0,,-479.0,145.0,-164.0,-91.0,-618.0,452.0,-420.0,0.0
-272.0,,-402.0,259.0,-217.0,-406.0,-629.0,349.0,-480.0,0.0
-230.0,,-330.0,373.0,-265.0,588.0,-648.0,378.0,-522.0,0.0
-174.0,,-232.0,490.0,-306.0,-269.0,-643.0,349.0,-494.0,0.0
-122.0,,-149.0,556.0,-326.0,-143.0,-626.0,210.0,-410.0,0.0
-118.0,,-58.0,553.0,-308.0,-206.0,-598.0,267.0,-312.0,0.0
-94.0,,13.0,520.0,-258.0,9.0,-562.0,-12.0,-218.0,0.0
-60.0,,83.0,470.0,-191.0,519.0,-553.0,-55.0,-171.0,0.0
-36.0,,159.0,422.0,-137.0,-625.0,-578.0,-147.0,-180.0,0.0
-35.0,,197.0,384.0,-105.0,200.0,-610.0,-240.0,-191.0,0.0
-11.0,,231.0,361.0,-83.0,257.0,-626.0,-218.0,-202.0,0.0
26.0,,266.0,339.0,-69.0,342.0,-611.0,-397.0,-199.0,0.0
23.0,,271.0,296.0,-61.0,209.0,-565.0,-332.0,-206.0,0.0
-1.0,,283.0,262.0,-59.0,-465.0,-520.0,-400.0,-237.0,0.0
-20.0,,297.0,249.0,-64.0,-133.0,-493.0,-238.0,-269.0,0.0
-3.0,,310.0,233.0,-77.0,-520.0,-456.0,-73.0,-282.0,0.0
3.0,,325.0,225.0,-88.0,-177.0,-408.0,-36.0,-273.0,0.0
-2.0,,326.0,218.0,-84.0,48.0,-391.0,221.0,-282.0,0.0
-3.0,,347.0,171.0,-52.0,-21.0,-378.0,201.0,-282.0,0.0
20.0,,355.0,96.0,8.0,-22.0,-338.0,282.0,-316.0,0.0
43.0,,378.0,35.0,83.0,-312.0,-305.0,97.0,-402.0,0.0
20.0,,390.0,26.0,167.0,410.0,-271.0,-206.0,-470.0,0.0
4.0,,409.0,63.0,246.0,-82.0,-236.0,-325.0,-498.0,0.0
12.0,,429.0,102.0,294.0,-184.0,-261.0,-397.0,-488.0,0.0
0.0,,435.0,65.0,307.0,-198.0,-272.0,-227.0,-456.0,0.0
-26.0,,437.0,-83.0,279.0,-139.0,-250.0,-288.0,-397.0,0.0
-45.0,,407.0,-237.0,201.0,488.0,-245.0,-253.0,-322.0,0.0
-29.0,,412.0,-352.0,82.0,-331.0,-198.0,-312.0,-255.0,0.0
-32.0,,357.0,-422.0,-42.0,-14.0,-160.0,-303.0,-201.0,0.0
-89.0,,338.0,-439.0,-124.0,-537.0,-122.0,-123.0,-150.0,0.0
-95.0,,303.0,-470.0,-159.0,65.0,-81.0,-201.0,-86.0,0.0
-54.0,,224.0,-506.0,-166.0,155.0,-78.0,9.0,8.0,0.0
-33.0,,206.0,-553.0,-157.0,-713.0,-86.0,72.0,88.0,0.0
-38.0,,117.0,-598.0,-149.0,-116.0,-123.0,184.0,79.0,0.0
-20.0,,71.0,-600.0,-129.0,-83.0,-148.0,254.0,80.0,0.0
15.0,,26.0,-567.0,-79.0,252.0,-155.0,116.0,158.0,0.0
32.0,,-48.0,-486.0,-25.0,-1033.0,-156.0,297.0,261.0,0.0
18.0,,-83.0,-359.0,16.0,-535.0,-132.0,269.0,334.0,0.0
32.0,,-164.0,-190.0,43.0,-460.0,-141.0,352.0,346.0,0.0
103.0,,-191.0,-13.0,66.0,-60.0,-143.0,269.0,346.0,0.0
114.0,,-234.0,142.0,84.0,450.0,-77.0,99.0,379.0,0.0
99.0,,-272.0,269.0,85.0,-1007.0,-26.0,162.0,455.0,0.0
103.0,,-247.0,358.0,69.0,-705.0,-36.0,-11.0,515.0,0.0
125.0,,-277.0,395.0,20.0,-821.0,-49.0,46.0,512.0,0.0
136.0,,-244.0,371.0,-48.0,304.0,-37.0,-42.0,499.0,0.0
101.0,,-232.0,287.0,-106.0,-463.0,-20.0,-88.0,490.0,0.0
98.0,,-212.0,153.0,-127.0,-834.0,3.0,-75.0,463.0,0.0
133.0,,-166.0,44.0,-103.0,-492.0,15.0,-175.0,406.0,0.0
129.0,,-151.0,-46.0,-65.0,-661.0,17.0,-20.0,356.0,0.0
66.0,,-93.0,-152.0,-42.0,-94.0,24.0,-64.0,308.0,0.0
34.0,,-65.0,-256.0,-36.0,-1116.0,11.0,46.0,254.0,0.0
56.0,,-17.0,-335.0,-17.0,-416.0,26.0,118.0,229.0,0.0
77.0,,5.0,-378.0,32.0,-567.0,45.0,149.0,213.0,0.0
78.0,,61.0,-353.0,105.0,-94.0,57.0,109.0,181.0,0.0
102.0,,94.0,-250.0,190.0,-446.0,74.0,-184.0,173.0,0.0
150.0,,119.0,-103.0,253.0,-819.0,34.0,-177.0,188.0,0.0
156.0,,178.0,79.0,275.0,134.0,7.0,-295.0,186.0,0.0
160.0,,186.0,252.0,257.0,-709.0,19.0,-240.0,184.0,0.0
170.0,,232.0,347.0,218.0,-441.0,67.0,-186.0,182.0,0.0
173.0,,249.0,359.0,168.0,-1030.0,119.0,-206.0,168.0,0.0
170.0,,286.0,293.0,94.0,-823.0,102.0,-59.0,142.0,0.0
167.0,,282.0,157.0,4.0,-381.0,114.0,-66.0,91.0,0.0
190.0,,283.0,25.0,-84.0,-199.0,134.0,147.0,27.0,0.0
216.0,,291.0,-89.0,-168.0,-353.0,112.0,131.0,-41.0,0.0
224.0,,252.0,-164.0,-251.0,-743.0,92.0,221.0,-113.0,0.0
222.0,,244.0,-173.0,-336.0,-116.0,76.0,258.0,-151.0,0.0
211.0,,192.0,-159.0,-408.0,-607.0,45.0,40.0,-177.0,0.0
218.0,,163.0,-102.0,-436.0,35.0,-16.0,133.0,-214.0,0.0
217.0,,138.0,-55.0,-399.0,-212.0,-42.0,-49.0,-238.0,0.0
200.0,,85.0,-44.0,-297.0,-374.0,-49.0,3.0,-263.0,0.0
194.0,,91.0,-56.0,-169.0,-417.0,-70.0,12.0,-333.0,0.0
208.0,,59.0,-67.0,-46.0,-439.0,-68.0,-97.0,-433.0,0.0
207.0,,44.0,-27.0,57.0,494.0,-58.0,25.0,-484.0,0.0
161.0,,79.0,44.0,129.0,-569.0,-45.0,42.0,-473.0,0.0
137.0,,45.0,128.0,169.0,-425.0,-51.0,380.0,-463.0,0.0
109.0,,102.0,170.0,191.0,-180.0,-81.0,561.0,-483.0,0.0
52.0,,130.0,181.0,203.0,226.0,-98.0,703.0,-497.0,0.0
-18.0,,106.0,148.0,205.0,211.0,-82.0,692.0,-441.0,0.0
-69.0,,139.0,61.0,195.0,-772.0,-67.0,448.0,-334.0,0.0
-75.0,,108.0,-67.0,173.0,-153.0,-54.0,406.0,-255.0,0.0
-87.0,,91.0,-218.0,140.0,177.0,-51.0,145.0,-224.0,0.0
-115.0,,84.0,-319.0,108.0,296.0,-51.0,20.0,-217.0,0.0
-142.0,,50.0,-377.0,81.0,-454.0,-65.0,-177.0,-211.0,0.0
-135.0,,12.0,-367.0,69.0,-295.0,-99.0,-221.0,-196.0,0.0
-143.0,,-18.0,-298.0,81.0,450.0,-93.0,12.0,-164.0,0.0
-143.0,,-66.0,-198.0,126.0,377.0,-51.0,83.0,-172.0,0.0
-103.0,,-85.0,-109.0,201.0,0.0,20.0,275.0,-207.0,0.0
-33.0,,-101.0,-67.0,284.0,-545.0,119.0,149.0,-190.0,0.0
24.0,,-126.0,-63.0,356.0,-87.0,206.0,168.0,-111.0,0.0
52.0,,-113.0,-56.0,405.0,429.0,257.0,227.0,-15.0,0.0
102.0,,-112.0,16.0,418.0,347.0,274.0,97.0,34.0,0.0
157.0,,-94.0,146.0,392.0,-593.0,277.0,158.0,28.0,0.0
218.0,,-68.0,286.0,334.0,-235.0,263.0,-31.0,6.0,0.0
244.0,,-29.0,403.0,256.0,-33.0,253.0,14.0,6.0,0.0
268.0,,-3.0,511.0,166.0,137.0,280.0,-68.0,52.0,0.0
289.0,,34.0,570.0,53.0,361.0,308.0,-206.0,103.0,0.0
283.0,,47.0,575.0,-67.0,1.0,286.0,-190.0,98.0,0.0
260.0,,77.0,557.0,-182.0,496.0,209.0,-367.0,64.0,0.0
237.0,,136.0,507.0,-291.0,77.0,155.0,-234.0,29.0,0.0
239.0,,133.0,514.0,-382.0,445.0,157.0,-303.0,-17.0,0.0
219.0,,173.0,602.0,-436.0,491.0,179.0,-199.0,-78.0,0.0
215.0,,191.0,743.0,-439.0,556.0,198.0,-70.0,-99.0,0.0
211.0,,210.0,916.0,-400.0,12.0,190.0,-73.0,-56.0,0.0
224.0,,242.0,1013.0,-351.0,-160.0,230.0,153.0,15.0,0.0
225.0,,264.0,1040.0,-316.0,222.0,330.0,92.0,141.0,0.0
207.0,,263.0,1016.0,-303.0,-38.0,420.0,205.0,294.0,0.0
248.0,,278.0,956.0,-311.0,791.0,440.0,53.0,407.0,0.0
287.0,,300.0,919.0,-333.0,-346.0,361.0,-68.0,442.0,0.0
308.0,,292.0,886.0,-360.0,-114.0,316.0,-70.0,439.0,0.0
306.0,,335.0,863.0,-380.0,210.0,311.0,-315.0,418.0,0.0
297.0,,361.0,843.0,-377.0,185.0,272.0,-271.0,303.0,0.0
275.0,,374.0,822.0,-342.0,317.0,224.0,-524.0,146.0,0.0
243.0,,383.0,764.0,-270.0,158.0,186.0,-580.0,50.0,0.0
210.0,,402.0,646.0,-166.0,681.0,221.0,-587.0,46.0,0.0
189.0,,412.0,469.0,-53.0,-358.0,280.0,-642.0,97.0,0.0
151.0,,416.0,238.0,50.0,-58.0,307.0,-448.0,94.0,0.0
115.0,,434.0,-5.0,146.0,-301.0,322.0,-450.0,6.0,0.0
122.0,,423.0,-220.0,237.0,420.0,305.0,-186.0,-68.0,0.0
116.0,,427.0,-348.0,315.0,649.0,297.0,-182.0,-67.0,0.0
125.0,,417.0,-407.0,374.0,-184.0,347.0,-96.0,-17.0,0.0
127.0,,376.0,-401.0,422.0,35.0,391.0,9.0,66.0,0.0
133.0,,356.0,-360.0,467.0,-423.0,377.0,-179.0,129.0,0.0
131.0,,318.0,-300.0,498.0,742.0,358.0,-53.0,169.0,0.0
118.0,,245.0,-231.0,496.0,466.0,324.0,-219.0,253.0,0.0
131.0,,179.0,-180.0,472.0,-131.0,292.0,-229.0,369.0,0.0
132.0,,115.0,-147.0,438.0,219.0,290.0,-299.0,464.0,0.0
136.0,,66.0,-179.0,392.0,554.0,295.0,-445.0,465.0,0.0
139.0,,5.0,-245.0,316.0,366.0,333.0,-354.0,387.0,0.0
155.0,,-44.0,-315.0,200.0,-217.0,357.0,-489.0,277.0,0.0
199.0,,-102.0,-364.0,65.0,565.0,336.0,-384.0,129.0,0.0
229.0,,-141.0,-377.0,-55.0,267.0,306.0,-467.0,-11.0,0.0
232.0,,-182.0,-390.0,-139.0,190.0,314.0,-428.0,-90.0,0.0
278.0,,-232.0,-411.0,-189.0,-236.0,380.0,-297.0,-119.0,0.0
327.0,,-242.0,-409.0,-213.0,-143.0,434.0,-319.0,-112.0,0.0
340.0,,-301.0,-380.0,-218.0,1421.0,442.0,-168.0,-78.0,0.0
351.0,,-330.0,-340.0,-222.0,444.0,409.0,-315.0,-52.0,0.0
334.0,,-385.0,-294.0,-225.0,-16.0,378.0,-271.0,-80.0,0.0
313.0,,-446.0,-295.0,-217.0,-249.0,380.0,-434.0,-186.0,0.0
301.0,,-479.0,-325.0,-199.0,-90.0,374.0,-642.0,-284.0,0.0
290.0,,-544.0,-344.0,-173.0,885.0,391.0,-655.0,-297.0,0.0
270.0,,-563.0,-376.0,-136.0,210.0,426.0,-903.0,-257.0,0.0
245.0,,-614.0,-407.0,-84.0,794.0,422.0,-855.0,-221.0,0.0
218.0,,-660.0,-432.0,-24.0,65.0,384.0,-986.0,-258.0,0.0
184.0,,-673.0,-474.0,19.0,-418.0,341.0,-949.0,-318.0,0.0
125.0,,-694.0,-491.0,28.0,395.0,296.0,-812.0,-361.0,0.0
69.0,,-698.0,-459.0,-10.0,734.0,296.0,-755.0,-396.0,0.0
13.0,,-712.0,-390.0,-87.0,397.0,333.0,-456.0,-421.0,0.0
-58.0,,-691.0,-281.0,-161.0,-52.0,331.0,-388.0,-454.0,0.0
-98.0,,-664.0,-168.0,-201.0,211.0,353.0,-160.0,-466.0,0.0
-115.0,,-643.0,-95.0,-207.0,-382.0,406.0,-118.0,-440.0,0.0
-145.0,,-593.0,-74.0,-200.0,1003.0,433.0,-66.0,-361.0,0.0
-198.0,,-561.0,-83.0,-195.0,170.0,441.0,-14.0,-248.0,0.0
-261.0,,-501.0,-76.0,-184.0,172.0,442.0,-269.0,-174.0,0.0
-319.0,,-451.0,-24.0,-146.0,349.0,455.0,-232.0,-127.0,0.0
-351.0,,-384.0,52.0,-61.0,-252.0,451.0,-426.0,-77.0,0.0
-402.0,,-318.0,112.0,60.0,1041.0,466.0,-460.0,9.0,0.0
-446.0,,-266.0,148.0,196.0,-95.0,478.0,-458.0,130.0,0.0
-467.0,,-200.0,136.0,314.0,751.0,446.0,-541.0,261.0,0.0
-495.0,,-155.0,90.0,395.0,-100.0,437.0,-321.0,380.0,0.0
-532.0,,-87.0,44.0,438.0,-69.0,434.0,-221.0,433.0,0.0
-607.0,,-36.0,3.0,445.0,437.0,420.0,155.0,443.0,0.0
-613.0,,23.0,-9.0,429.0,-33.0,380.0,295.0,461.0,0.0
-588.0,,94.0,11.0,400.0,709.0,291.0,358.0,483.0,0.0
-590.0,,161.0,86.0,344.0,341.0,284.0,430.0,478.0,0.0
-555.0,,216.0,155.0,261.0,960.0,330.0,192.0,431.0,0.0
-479.0,,285.0,170.0,175.0,182.0,305.0,188.0,395.0,0.0
-408.0,,359.0,137.0,104.0,452.0,258.0,-73.0,363.0,0.0
-394.0,,409.0,72.0,45.0,203.0,224.0,-188.0,323.0,0.0
-357.0,,470.0,1.0,-20.0,254.0,183.0,-288.0,297.0,0.0
-257.0,,533.0,-113.0,-106.0,315.0,151.0,-441.0,260.0,0.0
-138.0,,569.0,-224.0,-191.0,121.0,157.0,-365.0,222.0,0.0
-70.0,,577.0,-330.0,-246.0,357.0,154.0,-473.0,192.0,0.0
14.0,,593.0,-409.0,-262.0,-377.0,157.0,-343.0,149.0,0.0
132.0,,573.0,-444.0,-234.0,784.0,180.0,-360.0,88.0,0.0
206.0,,565.0,-472.0,-154.0,484.0,185.0,-192.0,36.0,0.0
241.0,,528.0,-468.0,-24.0,490.0,218.0,-18.0,32.0,0.0
266.0,,495.0,-419.0,111.0,261.0,244.0,-105.0,59.0,0.0
337.0,,480.0,-327.0,198.0,223.0,230.0,59.0,93.0,0.0
361.0,,438.0,-231.0,217.0,903.0,226.0,-72.0,113.0,0.0
330.0,,418.0,-163.0,186.0,764.0,215.0,-55.0,90.0,0.0
316.0,,380.0,-130.0,133.0,770.0,191.0,-194.0,31.0,0.0
351.0,,363.0,-124.0,73.0,-127.0,195.0,-388.0,-28.0,0.0
364.0,,342.0,-118.0,19.0,468.0,212.0,-400.0,-58.0,0.0
305.0,,309.0,-119.0,-24.0,601.0,228.0,-626.0,-86.0,0.0
284.0,,287.0,-154.0,-64.0,594.0,227.0,-513.0,-107.0,0.0
284.0,,266.0,-200.0,-112.0,717.0,210.0,-602.0,-81.0,0.0
273.0,,239.0,-227.0,-174.0,205.0,222.0,-554.0,-21.0,0.0
227.0,,230.0,-208.0,-233.0,604.0,220.0,-389.0,24.0,0.0
209.0,,223.0,-124.0,-267.0,173.0,154.0,-301.0,5.0,0.0
220.0,,214.0,-6.0,-253.0,499.0,99.0,60.0,-57.0,0.0
182.0,,214.0,86.0,-199.0,729.0,80.0,107.0,-115.0,0.0
126.0,,203.0,124.0,-136.0,445.0,68.0,197.0,-134.0,0.0
106.0,,198.0,107.0,-88.0,840.0,76.0,70.0,-114.0,0.0
115.0,,168.0,25.0,-62.0,479.0,80.0,-92.0,-84.0,0.0
72.0,,168.0,-64.0,-51.0,534.0,93.0,-184.0,-44.0,0.0
25.0,,153.0,-111.0,-41.0,784.0,101.0,-484.0,-4.0,0.0
1.0,,139.0,-75.0,-2.0,719.0,67.0,-452.0,-35.0,0.0
-2.0,,127.0,58.0,60.0,158.0,34.0,-585.0,-154.0,0.0
-52.0,,108.0,221.0,116.0,267.0,15.0,-511.0,-281.0,0.0
-138.0,,100.0,356.0,146.0,381.0,20.0,-415.0,-348.0,0.0
-157.0,,81.0,455.0,146.0,690.0,-4.0,-408.0,-332.0,0.0
-158.0,,96.0,528.0,119.0,1232.0,-47.0,-149.0,-302.0,0.0
-194.0,,92.0,536.0,82.0,-47.0,-79.0,-136.0,-335.0,0.0
-243.0,,115.0,509.0,58.0,83.0,-101.0,86.0,-378.0,0.0
-250.0,,131.0,448.0,46.0,1026.0,-91.0,84.0,-413.0,0.0
-250.0,,146.0,363.0,21.0,867.0,-102.0,62.0,-468.0,0.0
-273.0,,175.0,329.0,-28.0,-413.0,-87.0,164.0,-490.0,0.0
-314.0,,182.0,338.0,-93.0,-45.0,-68.0,46.0,-463.0,0.0
-334.0,,210.0,359.0,-157.0,271.0,-63.0,145.0,-430.0,0.0
-312.0,,218.0,373.0,-205.0,313.0,7.0,-18.0,-407.0,0.0
-321.0,,224.0,364.0,-221.0,1190.0,73.0,-16.0,-404.0,0.0
-374.0,,220.0,327.0,-194.0,-127.0,92.0,11.0,-427.0,0.0
-386.0,,195.0,301.0,-146.0,367.0,89.0,33.0,-442.0,0.0
-348.0,,163.0,286.0,-89.0,620.0,59.0,175.0,-412.0,0.0
-347.0,,113.0,245.0,-29.0,651.0,17.0,-11.0,-328.0,0.0
-373.0,,58.0,194.0,22.0,263.0,6.0,68.0,-205.0,0.0
-390.0,,-11.0,145.0,48.0,43.0,-6.0,-35.0,-106.0,0.0
-371.0,,-84.0,104.0,29.0,632.0,-43.0,-40.0,-60.0,0.0
-386.0,,-132.0,98.0,-27.0,-215.0,-75.0,55.0,-24.0,0.0
-467.0,,-185.0,95.0,-93.0,602.0,-62.0,-31.0,29.0,0.0
-496.0,,-226.0,89.0,-134.0,447.0,-24.0,140.0,93.0,0.0
-499.0,,-239.0,76.0,-130.0,213.0,-40.0,68.0,120.0,0.0
-525.0,,-260.0,76.0,-85.0,284.0,-93.0,149.0,130.0,0.0
-563.0,,-283.0,106.0,-21.0,480.0,-105.0,27.0,176.0,0.0
-550.0,,-291.0,117.0,31.0,471.0,-31.0,-210.0,217.0,0.0
-496.0,,-289.0,112.0,52.0,68.0,12.0,-225.0,213.0,0.0
-476.0,,-303.0,62.0,58.0,628.0,-43.0,-437.0,165.0,0.0
-468.0,,-324.0,-19.0,82.0,321.0,-88.0,-388.0,116.0,0.0
-420.0,,-320.0,-100.0,122.0,256.0,-68.0,-550.0,101.0,0.0
-311.0,,-337.0,-172.0,145.0,346.0,-60.0,-607.0,147.0,0.0
-233.0,,-351.0,-228.0,125.0,448.0,-116.0,-543.0,218.0,0.0
-171.0,,-334.0,-253.0,86.0,162.0,-157.0,-528.0,211.0,0.0
-81.0,,-353.0,-231.0,61.0,1.0,-154.0,-269.0,167.0,0.0
18.0,,-351.0,-169.0,61.0,302.0,-116.0,-299.0,134.0,0.0
79.0,,-358.0,-95.0,88.0,759.0,-102.0,-81.0,136.0,0.0
100.0,,-361.0,-29.0,115.0,303.0,-158.0,11.0,162.0,0.0
188.0,,-327.0,24.0,116.0,-232.0,-190.0,79.0,134.0,0.0
285.0,,-332.0,40.0,76.0,423.0,-135.0,310.0,91.0,0.0
356.0,,-291.0,24.0,9.0,406.0,-39.0,201.0,61.0,0.0
394.0,,-246.0,-35.0,-52.0,386.0,-21.0,275.0,18.0,0.0
432.0,,-217.0,-98.0,-86.0,377.0,-78.0,140.0,-55.0,0.0
498.0,,-177.0,-165.0,-88.0,456.0,-70.0,133.0,-142.0,0.0
530.0,,-142.0,-264.0,-77.0,553.0,-20.0,160.0,-206.0,0.0
563.0,,-81.0,-346.0,-67.0,740.0,-41.0,77.0,-223.0,0.0
613.0,,-26.0,-417.0,-63.0,291.0,-103.0,177.0,-182.0,0.0
684.0,,23.0,-427.0,-53.0,132.0,-91.0,66.0,-128.0,0.0
746.0,,73.0,-401.0,-36.0,8.0,0.0,266.0,-50.0,0.0
788.0,,116.0,-348.0,-18.0,280.0,65.0,349.0,22.0,0.0
850.0,,146.0,-248.0,0.0,951.0,81.0,498.0,34.0,0.0
932.0,,174.0,-163.0,22.0,77.0,66.0,755.0,23.0,0.0
977.0,,206.0,-109.0,51.0,812.0,38.0,648.0,31.0,0.0
959.0,,209.0,-75.0,77.0,486.0,12.0,705.0,110.0,0.0
957.0,,219.0,-45.0,92.0,381.0,-28.0,476.0,203.0,0.0
945.0,,252.0,-36.0,84.0,841.0,-52.0,386.0,217.0,0.0
905.0,,232.0,-41.0,44.0,358.0,-45.0,352.0,183.0,0.0
857.0,,209.0,-66.0,-16.0,406.0,-13.0,201.0,145.0,0.0
800.0,,183.0,-70.0,-95.0,68.0,-2.0,192.0,114.0,0.0
747.0,,140.0,-10.0,-185.0,1001.0,-65.0,-51.0,93.0,0.0
681.0,,108.0,83.0,-243.0,252.0,-110.0,51.0,83.0,0.0
617.0,,69.0,169.0,-243.0,74.0,-89.0,14.0,53.0,0.0
545.0,,46.0,214.0,-183.0,526.0,-82.0,59.0,-1.0,0.0
471.0,,10.0,208.0,-94.0,153.0,-93.0,312.0,-36.0,0.0
395.0,,-21.0,193.0,-7.0,70.0,-127.0,279.0,-21.0,0.0
338.0,,-47.0,182.0,78.0,135.0,-181.0,545.0,8.0,0.0
304.0,,-77.0,134.0,167.0,1081.0,-194.0,541.0,18.0,0.0
265.0,,-113.0,65.0,263.0,208.0,-188.0,517.0,60.0,0.0
228.0,,-144.0,-31.0,344.0,-13.0,-164.0,441.0,159.0,0.0
154.0,,-165.0,-134.0,379.0,-125.0,-120.0,238.0,257.0,0.0
68.0,,-177.0,-190.0,353.0,-25.0,-98.0,201.0,356.0,0.0
-45.0,,-183.0,-207.0,273.0,832.0,-85.0,-68.0,465.0,0.0
-155.0,,-186.0,-194.0,170.0,462.0,-127.0,-48.0,536.0,0.0
-249.0,,-167.0,-176.0,78.0,-22.0,-193.0,-120.0,556.0,0.0
-356.0,,-143.0,-181.0,10.0,-158.0,-169.0,-31.0,570.0,0.0
-441.0,,-138.0,-214.0,-48.0,644.0,-154.0,210.0,603.0,0.0
-530.0,,-91.0,-249.0,-104.0,337.0,-173.0,179.0,625.0,0.0
-601.0,,-13.0,-281.0,-172.0,193.0,-169.0,365.0,596.0,0.0
-668.0,,40.0,-297.0,-263.0,0.0,-159.0,306.0,514.0,0.0
-722.0,,122.0,-249.0,-362.0,-151.0,-155.0,421.0,401.0,0.0
-766.0,,180.0,-148.0,-427.0,667.0,-169.0,500.0,321.0,0.0
-812.0,,248.0,-10.0,-424.0,147.0,-139.0,352.0,279.0,0.0
-844.0,,288.0,142.0,-346.0,252.0,-82.0,273.0,193.0,0.0
-886.0,,312.0,244.0,-214.0,-212.0,-101.0,-48.0,118.0,0.0
-925.0,,344.0,264.0,-79.0,-250.0,-185.0,-68.0,108.0,0.0
-956.0,,323.0,223.0,16.0,62.0,-210.0,-197.0,86.0,0.0
